DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,TX,7242,34125.50566,6930.446562,5407.117647
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,FL,10791,36328.74136,6300.702345,5149.73376
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ND,70,11115.8,5148.128571,3949.842857
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,AK,79,25963.96203,9241.949367,7411.493671
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,VT,80,12388.7375,6335.1625,4834.2125
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ID,97,14069.18557,5591.443299,4369.989691
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WY,105,14966.24762,6445.790476,5047.342857
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,HI,108,22798.24074,7542.351852,5582.722222
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MT,131,12089.70992,5172.129771,3962.687023
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,SD,133,14281.95489,5370.150376,4249.022556
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,UT,153,13836.58824,5310.156863,4110.941176
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,DC,196,20328.63265,7340.52551,5555.30102
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,RI,272,17257.90441,5966.018382,4706.455882
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,DE,279,13579.3871,5627.37276,4278.734767
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ME,284,12409.29225,5242.672535,3901.316901
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OR,287,15632.79443,5848.470383,4440.055749
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NH,305,15945.14098,4975.242623,3812.593443
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NE,342,19709.45906,5178.119883,3766.961988
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NM,379,20757.59367,6080.862797,4836.23219
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,CO,411,24948.82968,5305.017032,3952.596107
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NV,444,32602.5,6062.977477,4661.56982
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WA,478,19507.94979,5714.91841,4266.612971
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,KS,512,17912.59375,4756.021484,3667.837891
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MN,532,13948.60714,5695.434211,4401.774436
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IA,534,14190.61798,4903.646067,3715.048689
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WI,702,15510.40883,5158.602564,3885.74359
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,AZ,747,26062.59839,5614,4484.460509
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,CT,758,19009.22296,6697.084433,5211.10686
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WV,1033,11182.91094,4984.057115,3641.148112
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,AR,1102,14752.2686,4631.816697,3458.856624
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,SC,1303,21943.84344,4956.405219,3682.321566
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MS,1365,19931.44469,4780.145788,3715.281319
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OK,1472,17156.92188,5010.310462,3793.834239
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,LA,1507,18349.34174,5081.143331,3898.698739
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,VA,1686,16751.79893,5148.932384,3477.215302
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MO,1749,17050.30246,4967.828473,3808.813608
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MD,1768,7436.266403,6900.957014,5834.815045
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MA,1970,10819.49797,6307.239086,5018.318782
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NC,2019,14236.91927,5106.616147,3707.449232
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,TN,2061,19159.01262,4513.295973,3416.632217
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,GA,2099,17683.48118,5139.901382,3938.41496
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IN,2118,16598.98772,5029.78423,3769.018886
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,AL,2207,17723.13638,4547.28908,3338.307204
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,KY,2492,15539.48435,4896.717496,3592.34069
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NJ,2507,45091.9274,5911.639809,4461.735142
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MI,2553,13354.18958,5416.965922,4174.347434
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,PA,3091,22780.82303,5477.172436,3854.191524
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OH,3151,15140.83529,5077.75119,3696.138686
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IL,3290,21123.0076,5611.952584,4090.317325
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,CA,3717,39448.68442,7276.991122,6098.23675
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY,3794,21196.95862,7188.19689,5746.588297
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,TX,4757,25608.73975,5338.722514,4041.803448
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,FL,7201,27818.49479,5043.686988,3871.432579
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AK,125,50345.616,15474.472,14345.016
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WY,263,26574.80228,12494.58935,10990.80989
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,HI,280,35779.93214,14130.47143,11775.01071
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,DC,282,43381.75887,13668.92199,10579.34397
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,VT,283,21503.77739,12011.95406,10895.71025
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ND,352,22003.13068,9617.122159,8347.431818
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,RI,354,33119.0565,11141.17514,9645.141243
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ID,389,27276.56555,10003.81491,8790.321337
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,SD,504,29595.20238,10212.61508,9009.912698
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MT,549,22481.51548,9608.899818,8298.065574
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,UT,617,26252.74878,9990.403566,8258.115073
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NH,660,26026.91667,9940.584848,8629.659091
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,DE,689,25292.52685,10566.08999,8973.995646
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ME,692,21659.39451,9707.387283,8607.539017
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NM,835,31807.40599,11146.93413,9871.628743
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NE,838,37290.95346,10353.44869,8569.214797
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OR,874,28332.25515,10968.37986,9640.897025
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NV,1113,65817.30728,10767.19137,9251.27673
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WV,1236,24692.38026,9311.231392,7677.144822
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CO,1603,42745.35933,9960.176544,8452.056769
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,KS,1683,39970.88711,9375.431373,8178.001783
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IA,1746,27342.5882,8997.331615,7830.235968
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CT,1805,36754.31745,12705.84765,11068.37839
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MN,1818,27737.82618,10913.18482,9445.548955
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AR,1965,30001.63308,8603.387277,7356.81883
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OK,2015,38066.16873,9532.705211,8155.816377
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MS,2042,36926.15573,8961.595005,7811.475514
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MD,2059,14192.10879,13119.3594,12042.91501
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WA,2125,35395.688,10835.05929,9366.138824
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AZ,2157,43850.88781,10607.11358,9317.668057
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WI,2201,28917.91322,9871.990459,8450.750568
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,LA,2211,40829.44776,9150.818634,7911.825871
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,SC,2560,43437.59727,9718.54375,8073.150391
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AL,3015,40839.78706,8543.763847,7300.831177
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MA,3441,20975.12816,11844.08718,10535.23656
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NJ,3593,80377.8138,11227.98942,9510.102978
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,VA,3731,31863.14473,9427.501742,7811.601715
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,KY,4007,29188.24482,9070.533317,7756.517345
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MO,4022,34095.05917,9096.405271,8005.548235
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IN,4087,30395.00465,9246.45241,8029.412528
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,GA,4300,35355.74349,9275.770465,8128.586279
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,TN,4653,33895.43628,8491.194068,7369.63271
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MI,4856,25416.95264,10257.49094,8833.956343
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,PA,4937,44042.95807,9933.906826,8235.265546
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NC,5590,26326.04454,9605.29839,8031.668694
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OH,5855,30222.13442,9520.179846,7865.115115
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY,5887,43684.0479,13139.60404,11480.52828
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IL,6371,41955.60273,10075.63773,8488.235756
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,FL,8613,53932.05991,9328.438639,8064.999303
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CA,9459,73255.65197,12852.05328,11619.122
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,TX,10632,50777.72366,9948.539033,8422.881678
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AK,230,33964.76522,11491.81739,10315.9
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WY,255,19760.7451,8667.2,7598.811765
194 - SIMPLE PNEUMONIA & PLEURISY W CC,HI,323,26161.72446,10126.28173,8351.244582
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ND,329,14233.28267,6712.954407,5482.218845
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ID,337,19336.79822,7266.103858,5878.136499
194 - SIMPLE PNEUMONIA & PLEURISY W CC,VT,364,15652.99451,8438.107143,7190.884615
194 - SIMPLE PNEUMONIA & PLEURISY W CC,DC,375,28155.05333,9166.770667,7058.277333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MT,394,17512.95685,7016.850254,5951.763959
194 - SIMPLE PNEUMONIA & PLEURISY W CC,RI,417,22036.76019,7968.103118,6433.278177
194 - SIMPLE PNEUMONIA & PLEURISY W CC,SD,517,20982.76402,6974.499033,5805.522244
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NH,636,19859.76101,6771.805031,5669.79717
194 - SIMPLE PNEUMONIA & PLEURISY W CC,DE,675,17390.79259,7671.592593,5971.797037
194 - SIMPLE PNEUMONIA & PLEURISY W CC,UT,755,17755.52715,7077.794702,5453.66755
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ME,767,15176.74707,6790.543677,5632.859192
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NE,969,24176.61404,6842.188854,5396.660475
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NV,969,44639.35191,7722.605779,5965.208462
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OR,976,20552.42008,7829.402664,6258.395492
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NM,1010,23305.3505,8197.540594,7049.475248
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CO,1468,28991.64237,6804.376703,5435.854905
194 - SIMPLE PNEUMONIA & PLEURISY W CC,KS,1556,24138.6973,6401.997429,5204.80527
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IA,1646,18411.02855,6344.289186,5159.381531
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WV,1672,16592.05801,6705.604067,5208.042464
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MN,1820,17088.44231,7429.863736,6136.948352
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WA,1823,24204.78113,7471.876577,6005.35107
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CT,2105,24756.92352,8776.112589,7247.014727
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AR,2283,20852.33815,6101.766973,4922.164258
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AZ,2345,30806.50235,7536.975267,6280.773134
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WI,2407,20104.31575,6795.726215,5435.593685
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MS,2498,25828.03243,6259.345476,5111.889512
194 - SIMPLE PNEUMONIA & PLEURISY W CC,SC,2695,30585.78701,6729.53321,5273.753247
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OK,2941,24120.5947,6488.411765,5285.532812
194 - SIMPLE PNEUMONIA & PLEURISY W CC,LA,3111,25953.39666,6527.14947,5339.478303
194 - SIMPLE PNEUMONIA & PLEURISY W CC,VA,3491,21096.77743,6638.460899,5088.228301
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MO,3765,23763.61541,6529.630544,5337.479416
194 - SIMPLE PNEUMONIA & PLEURISY W CC,KY,3823,21190.42114,6326.277531,5091.834423
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IN,3870,21722.05142,6551.633592,5255.344961
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AL,4023,26167.71638,6021.548347,4720.352225
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MI,4309,17391.64168,7211.498259,5875.825946
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MA,4360,15311.47936,8450.598165,7071.685321
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NC,4422,19505.25373,6776.874943,5299.295794
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MD,4437,9511.598603,8809.704305,7724.28375
194 - SIMPLE PNEUMONIA & PLEURISY W CC,GA,4455,24754.26981,6795.515825,5471.042424
194 - SIMPLE PNEUMONIA & PLEURISY W CC,TN,4555,24182.3416,5990.515697,4893.793853
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NJ,4907,56400.39698,7759.70858,6222.284492
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OH,5752,19838.26008,6673.661335,5209.660292
194 - SIMPLE PNEUMONIA & PLEURISY W CC,PA,6318,30647.01789,7119.627097,5402.331434
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IL,7439,28369.7501,7081.872564,5527.169646
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY,7881,29644.4318,9155.619591,7541.858394
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CA,9964,51476.63127,9214.279807,7841.351265
194 - SIMPLE PNEUMONIA & PLEURISY W CC,FL,10805,37053.09634,6569.352059,5325.288478
194 - SIMPLE PNEUMONIA & PLEURISY W CC,TX,11526,34702.6265,7023.601076,5601.940396
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AK,70,23474.92857,8424.8,7027.614286
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ND,101,10695.15842,5082.455446,4011.089109
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,HI,104,19936.07692,7369.932692,5655.490385
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VT,112,11163.03571,6068.053571,4932.348214
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ID,142,15775.59155,5372.978873,3997.535211
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,DC,145,17876.82759,6486.37931,4811
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WY,146,15062.53425,6763.767123,5264.006849
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MT,147,11528.94558,4871.598639,3721.469388
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,RI,160,16473.55,5812.38125,4512.0625
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SD,203,15592.43842,5775.192118,4522.748768
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NH,213,15832.74648,4967.248826,3746.032864
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,DE,222,13141.1036,5880.022523,3929.288288
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ME,222,12841.55405,5090.256757,3729.477477
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OR,314,15802.83121,5605.359873,4233.245223
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NV,349,34438.98567,5855.733524,4332.724928
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NE,365,18263.52603,5053.432877,3594.487671
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,UT,377,14024.13263,5177.007958,3883.013263
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WA,491,18808.30754,5569.164969,4165.209776
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CO,540,22748.32778,5223.124074,3818.377778
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NM,569,17187.30053,6091.224956,4893.536028
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IA,610,14124.57049,4638.954098,3451.552459
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WV,616,11450.14286,5108.641234,3512.784091
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MN,633,12518.02054,5459.745656,4157.219589
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CT,642,18009.64642,6372.971963,5015.068536
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KS,644,16998.75932,4620.437888,3524.93323
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WI,807,15582.20074,5025.008674,3678.665428
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AZ,878,21629.99772,5988.216401,4664.461276
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SC,972,20853.29115,4923.695473,3538.841564
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AR,1036,14704.50965,4522.486486,3288.006757
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MS,1104,19579.7808,4659.415761,3569.694746
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VA,1165,16072.38712,4830.860086,3440.586266
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OK,1250,16600.5448,4875.4376,3680.1112
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MD,1291,6798.017041,6315.262587,5162.076685
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IN,1384,16533.27384,4839.296243,3562.427023
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,LA,1406,19134.766,4888.030583,3627.128734
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MA,1411,10613.1545,6058.785967,4769.119773
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NC,1427,14402.46321,5017.229853,3511.744919
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MI,1436,12878.34819,5303.654596,3962.53273
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KY,1483,16129.71881,4783.78557,3512.873904
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,GA,1498,17735.67023,5048.471295,3735.189586
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MO,1499,17915.57105,4808.472315,3632.075384
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AL,1570,19188.6758,4454.084076,3200.543949
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NJ,1689,41560.85021,5784.077561,4205.955595
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TN,1701,18025.64491,4462.23398,3315.40682
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OH,2006,14880.94018,4955.932203,3549.615155
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,PA,2319,20599.70418,5077.13066,3585.664511
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IL,2728,20307.29545,5271.402126,3706.141862
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY,3035,21455.23196,6871.255354,5370.124547
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CA,3312,39304.77144,6923.27657,5614.006341
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,FL,4404,27745.50931,4948.217302,3650.490917
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TX,4609,25078.43545,5239.13734,3891.246257
196 - INTERSTITIAL LUNG DISEASE W MCC,AK,12,44085.75,18479.16667,17388.41667
196 - INTERSTITIAL LUNG DISEASE W MCC,DC,14,59342.14286,17334.21429,13566.42857
196 - INTERSTITIAL LUNG DISEASE W MCC,VT,14,34656.92857,14196.64286,13137.07143
196 - INTERSTITIAL LUNG DISEASE W MCC,RI,21,35567.80952,12244.04762,10436.85714
196 - INTERSTITIAL LUNG DISEASE W MCC,NM,23,33650.13043,13647,10904.3913
196 - INTERSTITIAL LUNG DISEASE W MCC,ND,24,28475.125,11025.25,10040.625
196 - INTERSTITIAL LUNG DISEASE W MCC,MT,26,32895.23077,10428.42308,9508.5
196 - INTERSTITIAL LUNG DISEASE W MCC,NV,26,116206.9231,15310.69231,11879.03846
196 - INTERSTITIAL LUNG DISEASE W MCC,ID,27,29459.92593,11735.77778,10437.81481
196 - INTERSTITIAL LUNG DISEASE W MCC,UT,32,35641.75,14505.6875,12528.8125
196 - INTERSTITIAL LUNG DISEASE W MCC,ME,34,27380.11765,12107.23529,10013.64706
196 - INTERSTITIAL LUNG DISEASE W MCC,DE,36,29034.27778,12217.52778,11008.86111
196 - INTERSTITIAL LUNG DISEASE W MCC,SD,37,38297.32432,13551.86486,11393.83784
196 - INTERSTITIAL LUNG DISEASE W MCC,NH,39,34129.12821,12546.38462,10770.30769
196 - INTERSTITIAL LUNG DISEASE W MCC,NE,40,38435.15,11504.525,9719.3
196 - INTERSTITIAL LUNG DISEASE W MCC,WV,44,25572.25,11042.97727,8894.636364
196 - INTERSTITIAL LUNG DISEASE W MCC,OR,50,35960.66,12541.76,11560.16
196 - INTERSTITIAL LUNG DISEASE W MCC,KS,57,54303.5614,11520.57895,10841.4386
196 - INTERSTITIAL LUNG DISEASE W MCC,AR,74,30909.90541,9778.337838,8579.77027
196 - INTERSTITIAL LUNG DISEASE W MCC,IA,80,27567.725,10185.2625,8865.125
196 - INTERSTITIAL LUNG DISEASE W MCC,OK,84,38601.58333,10570.89286,9426.583333
196 - INTERSTITIAL LUNG DISEASE W MCC,CO,92,62419.57609,12758.54348,10716.18478
196 - INTERSTITIAL LUNG DISEASE W MCC,MS,98,37246.02041,10007.87755,8817.367347
196 - INTERSTITIAL LUNG DISEASE W MCC,WA,98,47853.52041,12269.7449,10504.84694
196 - INTERSTITIAL LUNG DISEASE W MCC,AZ,106,58346.0566,13810.68868,11312.21698
196 - INTERSTITIAL LUNG DISEASE W MCC,CT,118,47236.66102,14607.55085,13265.01695
196 - INTERSTITIAL LUNG DISEASE W MCC,LA,126,36513.65079,10667.55556,8831.952381
196 - INTERSTITIAL LUNG DISEASE W MCC,SC,127,49538.24409,11120.7874,9607.267717
196 - INTERSTITIAL LUNG DISEASE W MCC,MN,128,42119.02344,14453.60156,12225.99219
196 - INTERSTITIAL LUNG DISEASE W MCC,KY,137,31376.14599,10810.92701,8904.649635
196 - INTERSTITIAL LUNG DISEASE W MCC,WI,155,38292.83871,12991.9871,10255.69677
196 - INTERSTITIAL LUNG DISEASE W MCC,MO,156,36614.86538,10397.79487,9579.538462
196 - INTERSTITIAL LUNG DISEASE W MCC,AL,166,43965.39759,10046.49398,8339.771084
196 - INTERSTITIAL LUNG DISEASE W MCC,TN,180,36986.37222,10830.49444,9018.811111
196 - INTERSTITIAL LUNG DISEASE W MCC,IN,186,35314.12366,11203.34946,9438.88172
196 - INTERSTITIAL LUNG DISEASE W MCC,MD,195,22904.98462,21172.47692,19926.86154
196 - INTERSTITIAL LUNG DISEASE W MCC,GA,206,40433.7233,11538.33495,9420.203883
196 - INTERSTITIAL LUNG DISEASE W MCC,NJ,228,81628.14474,12792.63158,10999.45175
196 - INTERSTITIAL LUNG DISEASE W MCC,MA,232,30350.4569,14502.5819,12582.1681
196 - INTERSTITIAL LUNG DISEASE W MCC,VA,242,40158.35124,12568.23554,9662.483471
196 - INTERSTITIAL LUNG DISEASE W MCC,OH,251,36376.29084,11899.9004,9445.533865
196 - INTERSTITIAL LUNG DISEASE W MCC,PA,286,65084.83566,13051.29021,10391.97902
196 - INTERSTITIAL LUNG DISEASE W MCC,NC,304,32173.49671,11697.98026,9786.684211
196 - INTERSTITIAL LUNG DISEASE W MCC,MI,323,25886.86997,12053.78019,10423.21672
196 - INTERSTITIAL LUNG DISEASE W MCC,NY,365,54171.90685,16563.38356,14228.81096
196 - INTERSTITIAL LUNG DISEASE W MCC,IL,403,43953.18362,11249.3598,9748.935484
196 - INTERSTITIAL LUNG DISEASE W MCC,FL,469,52800.75693,10345.85501,9224.507463
