DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,IA,67,48676.75,11400.12,10196.87
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,DE,69,37207.48,14014.12,10929.49
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,NH,74,46480.89,13600.15,11624.96
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,DC,79,63430.1,16332.77,12622.75
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,OK,86,62875.78,13790.77,9745.3
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,KS,87,47467.99,11920.44,10058.37
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,ME,87,35974.95,12053.62,9992.89
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,LA,102,50562.76,12388.38,9211.16
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,OR,105,42400.45,14369.95,12568.9
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,AR,114,47670.82,11082.37,9326.21
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,CO,126,70400.18,14224.92,11748.03
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,AZ,129,73117.78,14253.36,11399.98
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,SC,153,77263.51,13708.24,10486.26
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,AL,164,58639.66,11395.79,9535.9
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,CT,166,51224.13,16513.24,12882.34
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,WI,182,47102.29,14170.84,10809.65
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,WA,185,65851.05,15834.41,12177.98
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,MN,204,38232.65,15318.75,11982.81
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,IN,222,64837.83,14084.9,10251.83
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,KY,228,51847.14,12557.45,9970.93
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,MO,241,54043.17,12181.89,10189.08
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,TN,262,54275.58,11486.37,9574.39
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,GA,301,51526.38,12221.86,10195.51
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,OH,309,57981.52,13620.51,10808.81
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,MI,313,42798.16,14185.98,11631.58
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,MD,315,21209.22,19695.58,17312.28
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,VA,329,53731.39,13681.36,10298.09
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,NC,352,51689.86,13611.36,11026.97
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,IL,422,53959.11,15315.06,11568.61
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,NJ,425,62484.34,14570.91,12196.34
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,TX,469,74364.43,12322.12,9719.26
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,MA,478,44327.66,16701.78,14407.34
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,PA,504,71702.27,14225.38,11233.87
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,FL,610,91476.72,12353.11,9839.54
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,NY,711,57700.54,17201.61,14257.57
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,CA,716,106500.16,17439.01,14473.43
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WY,19,72813.58,28630.16,28165.89
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AK,20,125183.65,38322.75,35013.35
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,VT,23,46640.7,29542.91,28371.7
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,HI,29,79173.83,33184.24,28937.45
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,RI,35,90974.29,30089.77,25454.91
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MT,48,52599.38,22673.15,21669.94
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ID,53,84828.87,25841.94,22859.09
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ND,59,61338.54,24841.46,22731.17
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NM,59,106161.44,30169.66,26954.59
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,DC,60,134611.4,37614.75,29743.65
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NH,64,107040.23,34618.66,31489.23
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ME,70,56751.03,23346.6,21947.79
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,SD,70,98550.89,25991.99,24170.97
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,UT,76,77224.08,27872.78,23032.26
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,DE,93,68381.02,25821.7,23161.2
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OR,102,81773.86,30097.07,28149.35
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NE,130,78105.78,25821.27,22572.38
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NV,133,188197.4,27790.02,25749.73
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IA,171,79776.46,23442.13,21226.26
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,KS,172,99017.13,22916.59,20941.91
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WV,184,70092.48,25267.65,20849.55
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CO,185,111128.08,25182.68,22483.85
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AR,222,75689.27,22127.55,19081.5
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CT,226,102450.7,33136.77,29116.8
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WA,235,106489.19,30708.48,27223.63
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MN,243,81435.8,31979.03,27680.34
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OK,260,98549.84,22737.99,20537.88
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,LA,262,119611.39,25503.08,22372.58
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MS,287,110281.16,22185.84,20546.92
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WI,296,80131.88,26699.33,23527.56
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,SC,335,103359.85,23243.75,20589
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AZ,398,107885.32,27070.73,23723.26
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MA,402,70208.64,32147.37,28088.32
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MD,402,38056.09,35295.45,33462.42
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AL,419,109956.19,21835.63,19324.35
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,KY,424,81694.5,23811.51,21258.71
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IN,514,85881.25,24356.1,21330.26
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,VA,527,84583.51,24532.49,20846.34
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,TN,553,88994.51,21613.2,19721.16
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,GA,554,90339.46,23684.62,21337.51
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NC,557,73367.33,25867.74,22554.05
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MO,603,84518.64,23886.97,21474.47
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NJ,609,180712.49,28532.19,26348
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MI,717,68615.17,27026.93,23735.24
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,PA,723,132176.05,27787.38,22818.49
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OH,803,82448.73,24208.88,20375.44
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IL,815,103964.22,25185.87,22535.77
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NY,841,127969.53,36420.86,31877.37
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CA,1069,202828.48,34516.94,31883.3
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,TX,1339,127266.91,25944.88,22225.03
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,FL,1356,132637.01,24106.75,21506.01
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,VT,17,39250.41,17553.35,15951
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NM,25,58309,14804.36,13501.08
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,RI,26,49642.54,17534.42,13579
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,HI,29,43378.79,18210.38,14988.1
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MT,32,32064.81,12635,11761.25
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,ND,35,34902.6,13319.8,11653.94
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,DC,38,68967.18,19464.53,14136.61
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NH,38,45693.68,14364.84,13019.03
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,ID,47,40870.85,13085.28,10873.51
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,DE,48,45125.88,15802.25,12776.23
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,SD,49,58603.37,13546.65,11969.96
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,ME,51,32874.51,12745.86,11755.94
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NV,60,90340,14297.98,12648.93
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,UT,63,44834.08,15404.57,12143.43
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,OR,79,41786.85,14813.09,13066.18
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,KS,95,53721.59,12479.51,10914.91
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NE,98,50817.89,13602.15,11285.32
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,CO,99,73118.29,14867.91,12180.53
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,WV,118,38591.31,12371.7,10533.71
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,IA,123,42772.8,12925.11,10679.33
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,AR,130,44458.12,11664.81,10122.8
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MN,134,39165.77,16403.51,13227.43
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,OK,154,53700.01,12794.33,10981.38
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,LA,164,58380.43,13294.93,10768
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,WA,176,44695.77,15247.03,13162.81
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,CT,178,59913.09,17530.83,14599.34
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MS,179,54727.69,11608.28,9936.81
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,WI,214,44541.93,14212.66,11471.55
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,KY,223,53481.9,13214.58,11721.78
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,AZ,226,65043.82,14370.46,12440.27
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,SC,230,59124.1,12676.61,10845.68
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,AL,262,55141.95,11767.38,9977.02
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,IN,276,53805.32,13227.43,11324.86
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NC,301,48190.12,14709.4,12063.9
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,VA,303,49326.03,13795.92,11051.97
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MA,306,40733.79,17629.98,15102.2
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MO,314,50375.22,12796.6,11042.39
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,TN,317,51516.21,12110.04,10219.65
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MD,339,21315.24,19690.87,18467.07
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,GA,371,54741.31,13510.78,11232.34
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,MI,414,42067.7,15061.45,12659.11
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,OH,462,50476.65,13828.4,11371.13
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NJ,472,107756.35,15612.53,13453.92
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,IL,560,61316.55,14785.76,11930.99
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,PA,635,75318.58,14443.29,11704.05
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,NY,647,68736.72,18751.07,15213.04
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,CA,656,112847.05,18319.28,16327.62
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,TX,824,73031.22,13825.54,11245.31
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,FL,977,77931.68,12932.02,11000.34
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NH,11,29728.64,14024.45,7381.82
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,ME,12,19041.17,7425.33,6235.83
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NE,13,32375.54,9382.69,6599.69
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,DC,14,53419.29,11540.07,9505.71
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NV,14,57530.21,9412.93,8131.21
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OR,18,33664.22,10627.28,9462.06
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,UT,22,37963.18,10215.32,7394.32
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MN,23,24226.91,10129.26,7836.83
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CT,24,39565.33,12640.54,9731.79
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WV,24,30504.08,8198.63,6776.21
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OK,27,35106.81,9087.37,7646.74
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,KS,29,44743,8432.72,6509.45
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IA,31,33381.39,8494,7349.52
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MS,35,40646.89,8206.51,6637
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CO,36,45642.39,10554.61,8045.19
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AZ,38,48832.16,10459.5,7684.45
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,LA,41,35163.95,9009.51,6831.46
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AR,43,30896.09,8537.7,6727.58
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WI,43,31324.37,9330.7,7349.09
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,KY,48,38211.06,8871.92,7703.27
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IN,50,45128.04,9511.16,7749.44
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,SC,53,44706.13,10058.49,7286.57
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WA,55,37322.47,10866.44,9081.73
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,VA,58,36612.17,9495.03,7228.09
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MD,62,16040.53,14793.02,13967.9
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MO,65,33014.72,8756.48,6983.78
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MA,66,28704.05,11966.26,10334.17
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AL,70,43204.86,8346.94,6561.73
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MI,73,30043.37,10068.32,8055.85
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,GA,74,40214.82,9025.84,7467.39
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NJ,78,63451.71,10326.88,8383.94
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NC,83,34561.41,10335.7,7351.83
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,TN,83,37403.78,8202.46,7036.98
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OH,87,41804.25,9828.72,7227.23
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IL,103,46405.36,9629.04,7957.89
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,PA,131,52617.79,10581.16,7969.57
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CA,137,79363.47,12636.29,10715.26
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NY,150,36029.71,12520.81,10510.42
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,FL,190,58888.61,8769.56,7062.42
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,TX,197,60180.21,9948.89,7625.82
175 - PULMONARY EMBOLISM W MCC,AK,16,55400.69,16051.56,14011.19
175 - PULMONARY EMBOLISM W MCC,HI,33,43994,16310,12342.33
175 - PULMONARY EMBOLISM W MCC,VT,56,26222.45,13351.52,10868.66
175 - PULMONARY EMBOLISM W MCC,WY,59,32901.58,13228.88,11566.46
175 - PULMONARY EMBOLISM W MCC,DC,62,50320.73,14333.13,10670.76
175 - PULMONARY EMBOLISM W MCC,RI,63,38631.81,12795.25,11130.94
175 - PULMONARY EMBOLISM W MCC,ND,67,22889.87,9845.33,8812.69
175 - PULMONARY EMBOLISM W MCC,ME,83,28192.9,10336.89,9276.01
175 - PULMONARY EMBOLISM W MCC,SD,88,36517.45,10735.95,9547.07
175 - PULMONARY EMBOLISM W MCC,DE,89,31673.19,11972.15,9381.92
175 - PULMONARY EMBOLISM W MCC,MT,98,22873.7,9985.92,8569.34
175 - PULMONARY EMBOLISM W MCC,ID,103,30577.57,10580.83,9053.85
175 - PULMONARY EMBOLISM W MCC,NH,133,36274.65,10771.95,9603.31
175 - PULMONARY EMBOLISM W MCC,NM,134,33247.31,11207.95,9358.18
175 - PULMONARY EMBOLISM W MCC,WV,166,32090.34,10761.37,8479.29
175 - PULMONARY EMBOLISM W MCC,NE,169,36248.57,9952.72,8683.02
175 - PULMONARY EMBOLISM W MCC,NV,180,68433.21,11602.58,9075.36
175 - PULMONARY EMBOLISM W MCC,OR,183,32034.93,11994.46,9977.03
175 - PULMONARY EMBOLISM W MCC,UT,190,25340.65,10240.38,8312.15
175 - PULMONARY EMBOLISM W MCC,AR,239,32104.17,8828.49,7840.37
175 - PULMONARY EMBOLISM W MCC,CT,266,40145.3,13069.88,11168.49
175 - PULMONARY EMBOLISM W MCC,MS,267,40871.57,9288.67,8106.87
175 - PULMONARY EMBOLISM W MCC,KS,285,43770.46,9640.67,8497.63
175 - PULMONARY EMBOLISM W MCC,OK,287,39469.91,10117.54,8417.29
175 - PULMONARY EMBOLISM W MCC,LA,316,40301.02,9542.83,8275.97
175 - PULMONARY EMBOLISM W MCC,IA,319,30261.14,9721.6,8201.61
175 - PULMONARY EMBOLISM W MCC,SC,343,44072.65,10304.02,8652.29
175 - PULMONARY EMBOLISM W MCC,CO,372,47741.44,10685.83,9040.52
175 - PULMONARY EMBOLISM W MCC,MD,415,15436,14290.23,13107.36
175 - PULMONARY EMBOLISM W MCC,KY,424,37504.19,9784.84,8374.46
175 - PULMONARY EMBOLISM W MCC,MN,425,32309.21,12335.47,9746.36
175 - PULMONARY EMBOLISM W MCC,AL,427,46108.91,8744.16,7600.83
175 - PULMONARY EMBOLISM W MCC,WI,428,32710.84,10797.37,8772.42
175 - PULMONARY EMBOLISM W MCC,WA,468,39358.56,11021.29,9513.98
175 - PULMONARY EMBOLISM W MCC,AZ,484,47220.56,11215.61,9617.3
175 - PULMONARY EMBOLISM W MCC,NJ,503,89772.1,11861.25,10227.73
175 - PULMONARY EMBOLISM W MCC,MA,504,24998.3,12860.22,11240.14
175 - PULMONARY EMBOLISM W MCC,MO,564,39477.21,9767.64,8373.48
175 - PULMONARY EMBOLISM W MCC,TN,590,38674.52,9214.76,7766.7
175 - PULMONARY EMBOLISM W MCC,IN,600,38020.93,9905.67,8474.8
175 - PULMONARY EMBOLISM W MCC,GA,637,39534.89,9772.62,8622.62
175 - PULMONARY EMBOLISM W MCC,VA,733,33853.36,10148.74,8175.46
175 - PULMONARY EMBOLISM W MCC,NY,771,53450.53,14319.23,11979.4
175 - PULMONARY EMBOLISM W MCC,PA,831,53039.73,11195.15,8740.96
175 - PULMONARY EMBOLISM W MCC,OH,855,38588.64,10388.98,8346.05
175 - PULMONARY EMBOLISM W MCC,NC,878,32016.47,10443.53,8476.96
175 - PULMONARY EMBOLISM W MCC,MI,884,30565.38,10944.03,9409.5
175 - PULMONARY EMBOLISM W MCC,IL,1011,46350.22,10535.9,8982.24
175 - PULMONARY EMBOLISM W MCC,CA,1210,85658.94,13773.42,12015.08
175 - PULMONARY EMBOLISM W MCC,FL,1218,61205.29,9914.67,8505.54
175 - PULMONARY EMBOLISM W MCC,TX,1261,55324.25,10149.46,8508.05
176 - PULMONARY EMBOLISM W/O MCC,AK,49,34926.63,9749.88,8779.82
176 - PULMONARY EMBOLISM W/O MCC,HI,68,29486.85,10450.57,8293.12
176 - PULMONARY EMBOLISM W/O MCC,VT,77,20727.4,8704.99,7052.68
176 - PULMONARY EMBOLISM W/O MCC,WY,81,21076.12,8888.04,7714.15
176 - PULMONARY EMBOLISM W/O MCC,ND,98,17079.64,6623.3,5266.34
176 - PULMONARY EMBOLISM W/O MCC,RI,103,22974.87,8189.9,6289.8
176 - PULMONARY EMBOLISM W/O MCC,MT,104,16183.13,6459.2,5265.07
176 - PULMONARY EMBOLISM W/O MCC,SD,127,21654.7,7259.59,5800.02
176 - PULMONARY EMBOLISM W/O MCC,ME,148,16755.2,6561.65,5529.36
176 - PULMONARY EMBOLISM W/O MCC,DC,155,28264.91,9169.46,6563.59
176 - PULMONARY EMBOLISM W/O MCC,ID,167,18564.62,7011.78,5217.23
176 - PULMONARY EMBOLISM W/O MCC,NM,183,26039.98,7594.25,6216.58
176 - PULMONARY EMBOLISM W/O MCC,NV,198,44468.86,7597.42,5992.18
176 - PULMONARY EMBOLISM W/O MCC,NH,199,21718.74,7253.21,5536.57
176 - PULMONARY EMBOLISM W/O MCC,DE,202,19625.39,7491.48,5516.85
176 - PULMONARY EMBOLISM W/O MCC,OR,273,19672.34,7885.56,6151.95
176 - PULMONARY EMBOLISM W/O MCC,NE,307,21153.86,6525.47,5124.14
176 - PULMONARY EMBOLISM W/O MCC,WV,326,18262.14,6788.53,4991.64
176 - PULMONARY EMBOLISM W/O MCC,UT,339,17625.53,7083.27,5328.17
176 - PULMONARY EMBOLISM W/O MCC,AR,366,20026.54,5780.78,4585.66
176 - PULMONARY EMBOLISM W/O MCC,KS,404,26014.41,6261.93,4948.32
176 - PULMONARY EMBOLISM W/O MCC,CT,447,26769.75,8699.46,6812.38
176 - PULMONARY EMBOLISM W/O MCC,OK,484,25187.29,6631.01,5255.26
176 - PULMONARY EMBOLISM W/O MCC,IA,488,19408.8,6329.03,5093.58
176 - PULMONARY EMBOLISM W/O MCC,MS,493,26724.17,6109.57,4920.16
176 - PULMONARY EMBOLISM W/O MCC,LA,500,27593.32,6514.21,5044.3
176 - PULMONARY EMBOLISM W/O MCC,CO,585,31685.86,7034.79,5487.07
176 - PULMONARY EMBOLISM W/O MCC,KY,622,25625.84,6517.7,5213.77
176 - PULMONARY EMBOLISM W/O MCC,WA,675,27969.99,7674.12,5923.78
176 - PULMONARY EMBOLISM W/O MCC,MN,688,18341.84,7479.9,5855.35
176 - PULMONARY EMBOLISM W/O MCC,AL,750,27382.72,5898.49,4612.4
176 - PULMONARY EMBOLISM W/O MCC,WI,750,21727.08,6890.37,5305.44
176 - PULMONARY EMBOLISM W/O MCC,SC,759,28929,6572.73,5106.86
176 - PULMONARY EMBOLISM W/O MCC,AZ,779,32892.94,7261.41,5667.66
176 - PULMONARY EMBOLISM W/O MCC,MO,814,27168.32,6426.18,5132.9
176 - PULMONARY EMBOLISM W/O MCC,MA,924,18293.92,8513.93,6992.52
176 - PULMONARY EMBOLISM W/O MCC,TN,944,24711.65,6185.68,4953.44
176 - PULMONARY EMBOLISM W/O MCC,IN,973,25235.23,6480.47,5224.37
176 - PULMONARY EMBOLISM W/O MCC,GA,1059,26748.09,6615.2,5238.95
176 - PULMONARY EMBOLISM W/O MCC,NJ,1085,59431.26,8007.5,6223.63
176 - PULMONARY EMBOLISM W/O MCC,MD,1131,10215.37,9480.95,8250.1
176 - PULMONARY EMBOLISM W/O MCC,VA,1145,22727.23,6643.85,4862.48
176 - PULMONARY EMBOLISM W/O MCC,OH,1400,24000.97,6862.6,5107.32
176 - PULMONARY EMBOLISM W/O MCC,MI,1409,19488.82,7302.44,5739.99
176 - PULMONARY EMBOLISM W/O MCC,NC,1417,20911.17,6737.97,5175.35
176 - PULMONARY EMBOLISM W/O MCC,IL,1758,31246.88,7215.95,5479.72
176 - PULMONARY EMBOLISM W/O MCC,NY,1760,31718.44,9115.67,7301.48
176 - PULMONARY EMBOLISM W/O MCC,PA,1773,33434.33,7252.2,5369.52
176 - PULMONARY EMBOLISM W/O MCC,CA,2043,53199.9,9316.82,7399.4
176 - PULMONARY EMBOLISM W/O MCC,TX,2107,37963.88,6964.6,5329.65
176 - PULMONARY EMBOLISM W/O MCC,FL,2405,38129.96,6468.69,5035.37
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AK,77,58205.01,19865.22,18890.32
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,WY,98,33792.81,16570.85,15753.01
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DC,109,63667.6,19076.57,13438.41
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,VT,134,28199.61,16393.19,15316.72
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,SD,169,49419.5,13840.7,12701.12
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,HI,181,51533.33,19356.18,17177.06
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ID,188,35783.7,12697.04,11528.46
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MT,224,30414.91,12668.21,11462.85
