,DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments,Percent Actually Paid,Percent Covered by Medicare
3842,149 - DYSEQUILIBRIUM,NE,91,18362.22,4625.12,2988.57,0.7481176023378437,0.16275646408767566
3843,149 - DYSEQUILIBRIUM,WV,100,15980.2,5599.81,3160.0,0.6495782280572208,0.19774470907748337
3844,149 - DYSEQUILIBRIUM,NH,113,21641.69,4640.57,3317.96,0.7855726609151134,0.1533133502975045
3845,149 - DYSEQUILIBRIUM,AR,114,18524.58,4699.68,3349.46,0.7463003209789372,0.1808116567285196
3846,149 - DYSEQUILIBRIUM,NV,115,39751.57,5380.63,4093.32,0.8646435851464483,0.10297253668219897
3847,149 - DYSEQUILIBRIUM,MS,140,23834.99,4305.26,3055.93,0.8193722758012486,0.12821192708702625
3848,149 - DYSEQUILIBRIUM,IA,147,15431.27,4631.55,3386.16,0.6998594412514331,0.21943495253469092
3849,149 - DYSEQUILIBRIUM,CO,164,32953.52,4935.71,3614.24,0.8502220703584928,0.10967690249782118
3850,149 - DYSEQUILIBRIUM,KS,165,24263.56,4345.79,3180.62,0.8208923175329589,0.13108628742031259
3851,149 - DYSEQUILIBRIUM,LA,169,21582.78,4888.6,3474.34,0.7734953513866147,0.16097740884167844
3852,149 - DYSEQUILIBRIUM,AZ,170,31411.74,4902.8,3755.48,0.8439182292989819,0.11955657343400906
3853,149 - DYSEQUILIBRIUM,OK,172,18393.99,4660.91,3382.67,0.7466069080172383,0.18390082847712758
3854,149 - DYSEQUILIBRIUM,KY,190,17346.31,4578.67,3196.58,0.7360435735323536,0.18428011490628265
3855,149 - DYSEQUILIBRIUM,WA,195,24172.37,5594.39,4023.56,0.7685626192218636,0.16645285505724097
3856,149 - DYSEQUILIBRIUM,CT,202,21188.3,6071.43,4599.2,0.7134536513075612,0.2170631905343987
3857,149 - DYSEQUILIBRIUM,MN,206,17712.8,5444.57,3975.78,0.692619461632266,0.2244580190596631
3858,149 - DYSEQUILIBRIUM,SC,209,24061.05,4796.01,3051.67,0.8006732873253661,0.12683029211110905
3859,149 - DYSEQUILIBRIUM,WI,228,23257.1,5297.29,3371.82,0.7722291257293471,0.14498024259258466
3860,149 - DYSEQUILIBRIUM,AL,276,24569.12,4225.47,2827.42,0.8280170392753179,0.11508023079377691
3861,149 - DYSEQUILIBRIUM,TN,281,23673.84,4502.13,3226.99,0.8098267961598118,0.1363103746582726
3862,149 - DYSEQUILIBRIUM,GA,312,23757.11,4708.97,3436.66,0.801786917684853,0.14465816759698463
3863,149 - DYSEQUILIBRIUM,NC,327,19413.0,5163.04,3441.22,0.7340421367125122,0.1772636892803791
3864,149 - DYSEQUILIBRIUM,IN,355,19734.55,4608.71,3309.79,0.7664649054576872,0.16771550402720103
3865,149 - DYSEQUILIBRIUM,MO,378,23472.78,4609.41,3293.66,0.8036274356935992,0.1403182750402807
3866,149 - DYSEQUILIBRIUM,VA,496,22600.68,4665.99,3100.56,0.7935464773626281,0.1371887925496047
3867,149 - DYSEQUILIBRIUM,MD,545,7507.42,6967.37,5735.65,0.0719354984801703,0.7639974851546869
3868,149 - DYSEQUILIBRIUM,MA,574,14280.84,6052.03,4723.59,0.5762133039793178,0.33076415673027637
3869,149 - DYSEQUILIBRIUM,OH,692,20200.76,4860.3,3405.94,0.7594001413808193,0.16860454755167628
3870,149 - DYSEQUILIBRIUM,NJ,745,45809.97,5568.39,4116.63,0.8784458928918749,0.08986318917039239
3871,149 - DYSEQUILIBRIUM,IL,856,24150.57,5464.65,3807.49,0.7737258375268161,0.15765632032701504
3872,149 - DYSEQUILIBRIUM,MI,903,16774.19,5163.29,3708.08,0.6921884156552417,0.2210586621470247
3873,149 - DYSEQUILIBRIUM,PA,988,27764.84,5217.82,3509.6,0.8120709501657493,0.12640447414787911
3874,149 - DYSEQUILIBRIUM,TX,1056,33477.23,4932.05,3467.8,0.8526744894962935,0.10358682603070803
3875,149 - DYSEQUILIBRIUM,CA,1143,42202.94,6868.14,5319.47,0.8372592051643796,0.12604501013436503
3876,149 - DYSEQUILIBRIUM,NY,1518,26759.64,7604.45,5852.82,0.7158239049553731,0.2187181890339332
3877,149 - DYSEQUILIBRIUM,FL,1946,34992.04,4667.84,3298.75,0.8666028045235431,0.09427144001893002
3878,150 - EPISTAXIS W MCC,NE,11,32739.55,8706.91,6477.0,0.7340552939793002,0.19783411806209922
3879,150 - EPISTAXIS W MCC,WV,11,35740.27,8604.09,6867.27,0.7592606323343388,0.19214376388314922
3880,150 - EPISTAXIS W MCC,KS,12,39248.0,8243.08,7179.08,0.7899745209947003,0.18291581736649
3881,150 - EPISTAXIS W MCC,NV,13,40442.85,9948.92,8101.85,0.7540005217238647,0.2003283645934943
3882,150 - EPISTAXIS W MCC,SC,14,27145.36,8352.71,7193.14,0.6922969524073359,0.264985986555345
3883,150 - EPISTAXIS W MCC,VA,16,31751.31,8273.5,7052.13,0.7394280739912779,0.2221051666844612
3884,150 - EPISTAXIS W MCC,WI,16,35011.94,11507.69,9270.63,0.6713209836415805,0.2647848134093683
3885,150 - EPISTAXIS W MCC,AZ,17,52656.35,11182.29,9876.24,0.787636438910027,0.18756028475198147
3886,150 - EPISTAXIS W MCC,CO,19,32226.68,8462.68,7917.79,0.7374014326018069,0.24569052722775042
3887,150 - EPISTAXIS W MCC,CT,19,34478.37,10737.84,9586.16,0.6885630034134445,0.2780340253904114
3888,150 - EPISTAXIS W MCC,KY,22,28518.23,8253.95,7179.14,0.7105728511201431,0.25173862473232034
3889,150 - EPISTAXIS W MCC,TN,22,34820.73,7644.36,6979.55,0.7804652573337779,0.2004423801568778
3890,150 - EPISTAXIS W MCC,MD,24,17788.25,16398.46,15811.63,0.07812966424465594,0.8888805812825882
3891,150 - EPISTAXIS W MCC,AL,26,27965.85,7373.12,6721.5,0.7363527302048749,0.24034670857492263
3892,150 - EPISTAXIS W MCC,MN,29,23407.24,9594.52,8468.55,0.5901046001151781,0.3617919071193357
3893,150 - EPISTAXIS W MCC,GA,30,33951.77,8756.23,8135.97,0.7420979819314281,0.23963316198242393
3894,150 - EPISTAXIS W MCC,IN,32,32009.47,8422.5,7574.88,0.7368747436305568,0.23664496787981806
3895,150 - EPISTAXIS W MCC,MO,32,27693.28,7831.69,7312.81,0.7171989016830076,0.2640644228491533
3896,150 - EPISTAXIS W MCC,WA,32,60167.84,11797.41,10875.84,0.8039249871692252,0.1807583586181588
3897,150 - EPISTAXIS W MCC,NC,37,27632.89,9732.81,7879.49,0.6477816833490816,0.2851489655986037
3898,150 - EPISTAXIS W MCC,NJ,44,72823.11,11010.84,9241.39,0.8488001954324664,0.12690188595351118
3899,150 - EPISTAXIS W MCC,MA,46,19293.61,11283.96,10028.33,0.41514522165628936,0.5197746818765384
3900,150 - EPISTAXIS W MCC,PA,50,46048.48,9766.58,7923.08,0.7879065715089836,0.17205953377831362
3901,150 - EPISTAXIS W MCC,IL,52,28598.08,8719.13,7812.73,0.695114846870839,0.27319071769853076
3902,150 - EPISTAXIS W MCC,MI,57,24173.32,9265.05,8051.56,0.6167241404986986,0.3330763006488145
3903,150 - EPISTAXIS W MCC,OH,58,29701.67,9370.28,7643.28,0.6845200960080696,0.2573350252696229
3904,150 - EPISTAXIS W MCC,FL,70,55495.39,8862.01,7856.43,0.8403108798766888,0.14156905645676154
3905,150 - EPISTAXIS W MCC,TX,74,57035.34,9329.95,7406.07,0.8364180874524462,0.129850545293497
3906,150 - EPISTAXIS W MCC,CA,77,61779.84,12121.13,10822.49,0.8038012076431406,0.17517834296754412
3907,150 - EPISTAXIS W MCC,NY,77,45953.51,12712.92,10913.27,0.723352579596205,0.23748501474642525
3908,151 - EPISTAXIS W/O MCC,DC,12,24803.42,6634.67,5038.25,0.7325098716225424,0.2031272300352129
3909,151 - EPISTAXIS W/O MCC,UT,14,14992.5,5668.57,4293.07,0.6219062864765716,0.2863478405869601
3910,151 - EPISTAXIS W/O MCC,ND,15,13909.93,4919.47,3937.73,0.6463339499192303,0.28308769346790386
3911,151 - EPISTAXIS W/O MCC,NH,15,19152.07,5280.2,4312.8,0.7243013418392894,0.22518714687237465
3912,151 - EPISTAXIS W/O MCC,OR,16,16275.31,5699.0,4397.5,0.6498376989439832,0.27019454621755284
3913,151 - EPISTAXIS W/O MCC,ME,17,10075.88,5081.18,3757.35,0.4957085634207632,0.37290539387130456
3914,151 - EPISTAXIS W/O MCC,AR,21,15480.29,4277.0,3386.9,0.7237131862516788,0.21878789092452403
3915,151 - EPISTAXIS W/O MCC,NE,21,19745.38,4788.81,3596.1,0.7574718744334117,0.18212361575214048
3916,151 - EPISTAXIS W/O MCC,IA,23,14665.22,5462.83,3967.09,0.627497575897259,0.27051009122263425
3917,151 - EPISTAXIS W/O MCC,DE,24,13372.25,5974.33,4311.83,0.5532292620912711,0.32244611041522553
3918,151 - EPISTAXIS W/O MCC,RI,25,14355.92,6960.88,5533.28,0.5151212879425352,0.38543541619067256
3919,151 - EPISTAXIS W/O MCC,NV,30,28218.9,6082.37,5044.23,0.7844575798489665,0.17875360130976045
3920,151 - EPISTAXIS W/O MCC,OK,32,17733.84,5194.63,4216.09,0.7070781060390755,0.23774264344327004
3921,151 - EPISTAXIS W/O MCC,WV,32,14004.41,5402.06,3972.09,0.6142600795035277,0.283631370404037
3922,151 - EPISTAXIS W/O MCC,MS,35,19789.09,4787.94,3748.57,0.7580515324352964,0.18942609286227918
3923,151 - EPISTAXIS W/O MCC,KS,36,24550.03,5108.25,3416.83,0.7919248978514486,0.13917824133005133
3924,151 - EPISTAXIS W/O MCC,SC,36,21267.61,5063.86,3349.31,0.7618980223917967,0.15748408025161265
3925,151 - EPISTAXIS W/O MCC,CT,45,21044.11,6759.42,5102.02,0.6787975352723399,0.2424440853046292
3926,151 - EPISTAXIS W/O MCC,LA,48,22500.79,5193.79,3864.63,0.7691729934815622,0.17175530281381232
3927,151 - EPISTAXIS W/O MCC,CO,50,25981.38,5460.16,4214.34,0.7898433416546773,0.1622061645686257
3928,151 - EPISTAXIS W/O MCC,WA,50,26118.28,5639.92,4519.92,0.7840623502007024,0.17305580612505878
3929,151 - EPISTAXIS W/O MCC,WI,54,16758.87,5047.69,3973.61,0.6988048716888431,0.23710488833674348
3930,151 - EPISTAXIS W/O MCC,AZ,59,21002.22,5883.78,4569.25,0.719849615897748,0.2175603340980144
3931,151 - EPISTAXIS W/O MCC,AL,60,22037.4,4630.47,3236.45,0.7898812927114813,0.14686169874849117
3932,151 - EPISTAXIS W/O MCC,KY,64,16671.67,5016.17,3764.44,0.6991201241387335,0.22579861525570027
3933,151 - EPISTAXIS W/O MCC,NC,65,15023.48,5217.03,3833.12,0.6527415751876396,0.25514195113249394
3934,151 - EPISTAXIS W/O MCC,MN,71,15831.94,5383.38,4375.44,0.6599671297389961,0.27636789932250877
3935,151 - EPISTAXIS W/O MCC,TN,74,17249.53,4620.14,3621.15,0.7321584993909979,0.2099274588930829
3936,151 - EPISTAXIS W/O MCC,VA,76,15181.37,4668.54,3425.0,0.6924822990283487,0.22560546248461105
3937,151 - EPISTAXIS W/O MCC,MO,81,15919.09,4849.4,3836.35,0.6953720344567434,0.2409905340066549
3938,151 - EPISTAXIS W/O MCC,MD,84,7387.71,6839.7,5880.94,0.07417860202958701,0.7960436996038014
3939,151 - EPISTAXIS W/O MCC,GA,86,18038.43,5236.26,3676.1,0.7097164221054715,0.20379268040511286
3940,151 - EPISTAXIS W/O MCC,IN,86,15036.17,4883.02,3818.29,0.6752484176489092,0.25394033187972737
3941,151 - EPISTAXIS W/O MCC,MA,133,13737.19,6395.05,5096.08,0.5344717515008528,0.3709696087773409
3942,151 - EPISTAXIS W/O MCC,OH,167,18930.71,5667.17,4092.1,0.7006361620879512,0.21616199286767374
3943,151 - EPISTAXIS W/O MCC,TX,167,26915.09,5541.65,3950.18,0.7941062058495811,0.14676451016883094
3944,151 - EPISTAXIS W/O MCC,NJ,169,42218.34,6011.13,4554.64,0.8576180399324086,0.107882972186969
3945,151 - EPISTAXIS W/O MCC,MI,172,14554.98,5602.94,4448.45,0.615049969151452,0.30563078753801104
3946,151 - EPISTAXIS W/O MCC,IL,176,18966.05,5528.86,4238.74,0.7084864797888859,0.22349092193682923
3947,151 - EPISTAXIS W/O MCC,PA,210,24879.04,5536.17,3868.46,0.7774765425032478,0.1554907263302764
3948,151 - EPISTAXIS W/O MCC,CA,212,39378.33,7000.29,5784.14,0.8222298914148974,0.14688637126053847
3949,151 - EPISTAXIS W/O MCC,NY,239,23490.59,7786.28,6403.91,0.6685362096056336,0.27261597090579676
3950,151 - EPISTAXIS W/O MCC,FL,257,27872.84,4839.91,3779.44,0.8263574863558935,0.1355957986340825
3951,152 - OTITIS MEDIA & URI W MCC,DC,11,43656.45,10879.55,8348.64,0.7507916928655444,0.19123497215188134
3952,152 - OTITIS MEDIA & URI W MCC,NM,12,16191.08,8648.42,7397.17,0.4658528029013506,0.4568669909604548
3953,152 - OTITIS MEDIA & URI W MCC,ME,16,20044.25,7771.13,6338.69,0.6123012834104543,0.31623483043765666
3954,152 - OTITIS MEDIA & URI W MCC,NV,16,73425.0,8895.0,7516.75,0.878855975485189,0.10237316990125979
3955,152 - OTITIS MEDIA & URI W MCC,IA,17,25000.35,6703.12,5641.35,0.7318789536946483,0.2256508408882276
3956,152 - OTITIS MEDIA & URI W MCC,WV,18,19944.17,7539.94,5389.61,0.6219476669121854,0.2702348606134023
3957,152 - OTITIS MEDIA & URI W MCC,NE,19,24845.11,7623.68,5546.26,0.6931516906143704,0.22323346525734844
3958,152 - OTITIS MEDIA & URI W MCC,NH,20,20291.65,8589.15,5785.55,0.5767150527433699,0.2851197413714508
3959,152 - OTITIS MEDIA & URI W MCC,RI,20,20474.1,9132.7,7769.75,0.5539388788762387,0.37949165042663663
3960,152 - OTITIS MEDIA & URI W MCC,KS,21,33473.38,6859.38,5459.62,0.7950795527670047,0.16310333763725085
3961,152 - OTITIS MEDIA & URI W MCC,UT,21,23906.81,7449.29,6161.33,0.688403011526841,0.25772279948684074
3962,152 - OTITIS MEDIA & URI W MCC,OK,25,24460.76,7358.84,6139.2,0.6991573442525907,0.25098157211795546
3963,152 - OTITIS MEDIA & URI W MCC,AR,31,26076.71,6565.87,4962.13,0.7482094175223792,0.19028972596619742
3964,152 - OTITIS MEDIA & URI W MCC,OR,35,23201.46,8961.94,7204.34,0.6137337908907456,0.31051235568796104
3965,152 - OTITIS MEDIA & URI W MCC,SC,37,27995.59,7024.57,5815.51,0.7490829805694397,0.2077295031110257
3966,152 - OTITIS MEDIA & URI W MCC,CO,40,40156.98,8100.58,6634.75,0.7982771612805545,0.16522034276481945
3967,152 - OTITIS MEDIA & URI W MCC,KY,40,24337.18,7311.68,6024.8,0.6995674930291842,0.24755538644986808
3968,152 - OTITIS MEDIA & URI W MCC,LA,44,26407.52,7385.32,5823.39,0.7203326931116592,0.22052013971777737
3969,152 - OTITIS MEDIA & URI W MCC,MS,47,22595.43,7132.96,5017.3,0.6843184661677163,0.22204932590351234
3970,152 - OTITIS MEDIA & URI W MCC,AL,51,24719.08,6427.76,5444.1,0.7399676686996441,0.22023877911313852
3971,152 - OTITIS MEDIA & URI W MCC,TN,53,30638.57,7105.66,5690.89,0.7680812126675625,0.1857426766327541
3972,152 - OTITIS MEDIA & URI W MCC,WI,53,23075.7,8405.96,6279.53,0.6357224266219443,0.27212738941830583
3973,152 - OTITIS MEDIA & URI W MCC,IN,54,33407.89,7141.43,6008.17,0.7862352276662788,0.1798428455074535
3974,152 - OTITIS MEDIA & URI W MCC,MD,56,13166.52,12203.09,11003.89,0.073172713822635,0.8357477906083004
3975,152 - OTITIS MEDIA & URI W MCC,AZ,57,34319.0,7846.37,6488.28,0.77136950377342,0.189057956234156
3976,152 - OTITIS MEDIA & URI W MCC,CT,61,23977.07,9527.85,7942.84,0.6026265928238939,0.3312681657934018
3977,152 - OTITIS MEDIA & URI W MCC,MN,61,26097.18,8703.18,7452.0,0.6665087952031599,0.2855480937020782
3978,152 - OTITIS MEDIA & URI W MCC,VA,64,27066.8,7698.56,5401.47,0.7155718444736725,0.1995607164496727
3979,152 - OTITIS MEDIA & URI W MCC,GA,75,31478.68,7629.01,6539.55,0.7576451744482297,0.20774536924674097
3980,152 - OTITIS MEDIA & URI W MCC,WA,78,31614.18,8844.59,7205.41,0.7202334522040427,0.227917029636701
3981,152 - OTITIS MEDIA & URI W MCC,MO,100,23946.01,6972.15,5690.1,0.7088387585238627,0.23762205060467279
3982,152 - OTITIS MEDIA & URI W MCC,OH,101,30149.77,8102.59,6188.23,0.7312553296426474,0.20524965862094469
3983,152 - OTITIS MEDIA & URI W MCC,MI,109,22689.07,9440.42,7889.94,0.5839221263806758,0.3477418862915051
3984,152 - OTITIS MEDIA & URI W MCC,NJ,112,62689.38,8850.41,7167.62,0.8588212229886466,0.11433547436583358
3985,152 - OTITIS MEDIA & URI W MCC,NC,119,19534.13,8047.94,6240.71,0.5880062229543881,0.3194772431636321
3986,152 - OTITIS MEDIA & URI W MCC,PA,136,46461.83,9233.04,6972.22,0.8012768760937742,0.1500633961253786
3987,152 - OTITIS MEDIA & URI W MCC,IL,146,33358.59,9007.7,6841.21,0.7299735990040346,0.20508091019434577
3988,152 - OTITIS MEDIA & URI W MCC,MA,150,18478.68,9792.22,8515.08,0.4700801139475331,0.4608056419614388
3989,152 - OTITIS MEDIA & URI W MCC,TX,191,45780.02,10325.27,8492.74,0.7744590325648614,0.18551193293493537
3990,152 - OTITIS MEDIA & URI W MCC,CA,239,66090.0,11209.15,9667.08,0.8303956725677106,0.1462714480254199
3991,152 - OTITIS MEDIA & URI W MCC,NY,248,35930.15,11035.65,9265.2,0.6928582263085459,0.2578670002769262
3992,152 - OTITIS MEDIA & URI W MCC,FL,263,41006.73,7377.64,6002.32,0.8200870930210724,0.14637402202028788
3993,153 - OTITIS MEDIA & URI W/O MCC,WY,12,14825.0,6287.67,5004.33,0.5758738617200675,0.3375602023608769
3994,153 - OTITIS MEDIA & URI W/O MCC,ND,14,13276.29,4810.64,3612.29,0.6376517837438019,0.2720858010784639
3995,153 - OTITIS MEDIA & URI W/O MCC,AK,15,24090.73,7858.0,6811.6,0.673816443088275,0.2827477623135538
3996,153 - OTITIS MEDIA & URI W/O MCC,VT,17,14851.18,6540.71,4820.94,0.5595831442350037,0.3246166297896867
3997,153 - OTITIS MEDIA & URI W/O MCC,MT,20,13183.5,4915.6,3990.8,0.6271399855880456,0.30271172298706717
3998,153 - OTITIS MEDIA & URI W/O MCC,HI,24,17260.0,7547.38,5922.75,0.5627242178447276,0.34314889918887603
3999,153 - OTITIS MEDIA & URI W/O MCC,SD,29,16399.79,5314.72,4122.24,0.6759275576089693,0.25135931618636576
4000,153 - OTITIS MEDIA & URI W/O MCC,DE,30,15229.5,5607.93,3970.8,0.6317718900817492,0.26073081847729734
4001,153 - OTITIS MEDIA & URI W/O MCC,ID,30,17921.63,5027.73,3823.47,0.7194602276690234,0.21334387552917897
4002,153 - OTITIS MEDIA & URI W/O MCC,DC,33,25955.12,7451.15,4896.09,0.7129217664953967,0.18863676993209819
4003,153 - OTITIS MEDIA & URI W/O MCC,UT,33,18235.33,5552.97,3783.03,0.695482889533669,0.2074560756509479
4004,153 - OTITIS MEDIA & URI W/O MCC,ME,38,13133.45,5093.03,3891.37,0.6122092824048517,0.2962945760634106
4005,153 - OTITIS MEDIA & URI W/O MCC,NM,38,19978.03,6266.08,4585.11,0.6863514570755975,0.22950761411410434
4006,153 - OTITIS MEDIA & URI W/O MCC,NE,49,18222.82,4862.92,3681.35,0.7331411932950004,0.2020186776799639
4007,153 - OTITIS MEDIA & URI W/O MCC,NH,50,16678.56,4823.38,3672.76,0.7108035705720398,0.22020845924348384
4008,153 - OTITIS MEDIA & URI W/O MCC,RI,53,17050.64,6183.38,4805.57,0.6373520290147466,0.2818410335330521
4009,153 - OTITIS MEDIA & URI W/O MCC,NV,57,40556.28,6099.68,4794.79,0.8495996181109313,0.11822558676486108
4010,153 - OTITIS MEDIA & URI W/O MCC,OR,61,16057.54,6022.9,4597.52,0.6249176399373753,0.28631533846404866
4011,153 - OTITIS MEDIA & URI W/O MCC,WV,70,14870.37,5438.86,3763.83,0.634248508947659,0.2531093711857876
4012,153 - OTITIS MEDIA & URI W/O MCC,IA,72,15999.96,5241.83,3556.9,0.6723848059620149,0.22230680576701445
4013,153 - OTITIS MEDIA & URI W/O MCC,KS,80,21884.46,4695.28,3384.98,0.7854514116409544,0.15467505252585625
4014,153 - OTITIS MEDIA & URI W/O MCC,AR,83,17755.64,4519.41,3338.65,0.7454662293220633,0.18803321085581823
4015,153 - OTITIS MEDIA & URI W/O MCC,CO,84,30483.2,5137.01,3762.57,0.8314806188326685,0.12343093900902792
4016,153 - OTITIS MEDIA & URI W/O MCC,OK,86,19389.97,4988.56,3680.24,0.7427247179856389,0.18980122197197827
4017,153 - OTITIS MEDIA & URI W/O MCC,MS,107,17980.37,4653.73,3486.97,0.7411771837843159,0.1939320492292428
4018,153 - OTITIS MEDIA & URI W/O MCC,WA,125,22691.4,5793.04,4446.88,0.74470327965661,0.19597204227152137
4019,153 - OTITIS MEDIA & URI W/O MCC,WI,132,17306.52,5520.42,3799.94,0.6810207944751457,0.21956696089103991
4020,153 - OTITIS MEDIA & URI W/O MCC,SC,133,21405.51,4828.28,3484.83,0.7744375163217322,0.16280060601219032
4021,153 - OTITIS MEDIA & URI W/O MCC,CT,141,22460.17,7148.74,5272.97,0.6817147866645711,0.2347698169693284
4022,153 - OTITIS MEDIA & URI W/O MCC,KY,145,16069.77,4782.83,3266.72,0.7023709735733616,0.2032835566408231
4023,153 - OTITIS MEDIA & URI W/O MCC,MN,146,14654.36,5810.56,4187.05,0.6034927489156809,0.2857204272312131
4024,153 - OTITIS MEDIA & URI W/O MCC,AZ,147,24337.99,5438.46,4029.91,0.7765444065019339,0.16558105250269228
4025,153 - OTITIS MEDIA & URI W/O MCC,GA,164,17388.16,5299.19,3700.07,0.6952414746586183,0.21279249788361737
4026,153 - OTITIS MEDIA & URI W/O MCC,IN,164,19338.54,5007.43,3565.82,0.7410647339457891,0.18438930756923738
4027,153 - OTITIS MEDIA & URI W/O MCC,LA,164,20272.29,5236.79,3484.0,0.7416774325939497,0.1718602091820904
4028,153 - OTITIS MEDIA & URI W/O MCC,TN,174,21499.41,4966.22,3619.3,0.7690066843694779,0.16834415456052051
4029,153 - OTITIS MEDIA & URI W/O MCC,MO,194,21373.22,5219.32,3534.13,0.7558009509095962,0.16535318496698204
4030,153 - OTITIS MEDIA & URI W/O MCC,VA,198,18431.9,5114.86,3317.97,0.7224995795333091,0.18001236985877742
4031,153 - OTITIS MEDIA & URI W/O MCC,MD,200,7592.5,7045.14,5831.75,0.07209219624629565,0.7680935133355284
4032,153 - OTITIS MEDIA & URI W/O MCC,NC,203,17225.14,5460.23,3701.62,0.683008091661374,0.21489636658976358
4033,153 - OTITIS MEDIA & URI W/O MCC,AL,225,18370.65,4515.34,3197.93,0.7542090236328056,0.17407821715617028
4034,153 - OTITIS MEDIA & URI W/O MCC,OH,285,16167.92,5378.63,3750.25,0.66732702784279,0.2319562442169432
4035,153 - OTITIS MEDIA & URI W/O MCC,MI,298,15307.58,5823.18,4307.15,0.6195884653224089,0.2813736723897572
4036,153 - OTITIS MEDIA & URI W/O MCC,NJ,347,45381.89,6336.98,4713.4,0.8603632418129787,0.1038608132010368
4037,153 - OTITIS MEDIA & URI W/O MCC,MA,363,14736.22,6734.28,5280.67,0.5430117085656974,0.35834630590477073
4038,153 - OTITIS MEDIA & URI W/O MCC,IL,434,22878.0,5761.32,4119.05,0.7481720430107527,0.18004414721566572
4039,153 - OTITIS MEDIA & URI W/O MCC,PA,464,29465.96,6093.89,4090.02,0.7931888185553772,0.13880491251600152
4040,153 - OTITIS MEDIA & URI W/O MCC,TX,579,27366.64,5514.46,3744.5,0.7984970021895271,0.13682717352221538
4041,153 - OTITIS MEDIA & URI W/O MCC,CA,621,48203.98,7968.66,6199.54,0.8346887539161705,0.1286105421170617
4042,153 - OTITIS MEDIA & URI W/O MCC,NY,751,26101.51,7705.17,5781.79,0.704799837250795,0.22151170564461597
4043,153 - OTITIS MEDIA & URI W/O MCC,FL,907,29439.44,5131.63,3661.43,0.8256886000548923,0.12437159130744335
4044,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",DC,11,60075.18,17961.55,12038.55,0.7010154609607496,0.2003914095638165
4045,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",NE,11,25301.55,9316.55,6970.82,0.631779475960959,0.2755096031666044
4046,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",NV,13,59282.31,10027.69,9108.0,0.8308485280010175,0.1536377378007031
4047,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",OR,13,42899.15,13266.0,12143.77,0.6907631036978589,0.28307717052668874
4048,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",WV,13,36560.46,11113.69,8378.62,0.6960188684715674,0.22917162420822937
4049,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",IA,18,33160.44,10568.67,8464.06,0.6812867983657637,0.25524570844053934
4050,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",OK,18,59236.72,11076.39,9787.0,0.8130147989287726,0.16521846584348357
4051,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",KS,20,73615.0,10338.35,9505.35,0.8595619099368336,0.12912246145486653
4052,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",MS,20,40386.7,7896.9,7078.1,0.8044678074712714,0.17525819143430885
4053,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",AR,23,55376.78,12359.35,10483.43,0.7768134947535772,0.18931093501644553
4054,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",CO,24,50212.54,8965.54,7806.25,0.8214481880422699,0.1554641529785189
4055,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",CT,25,42301.8,13869.16,12092.88,0.6721378286503175,0.2858715231975944
4056,"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",AZ,26,53098.65,11958.31,10009.58,0.7747906961853079,0.18850912405494302
